Employee_ID,Country,Department,Salary,Bonus,Overtime,Attendance,Experience,Leaves,Tax,Net_Pay,Total_Pay,Pay_Deviation,Tax_Ratio,Attendance_Ratio,Risk_Score,Fraud_Label
394,India,Finance,125061,36754,19722,28,8,2,25012.2,156524.8,181537,-25012.20000000001,0.2,0.9333333333333333,0.5403414333805103,0
395,UAE,Finance,89377,23380,10199,25,10,4,4468.85,118487.15,122956,-4468.850000000006,0.05,0.8333333333333334,0.5365792653590968,0
396,UAE,Sales,79691,16016,2412,29,10,6,3984.55,94134.45,98119,-3984.550000000003,0.05,0.9666666666666667,0.4438435331467794,0
397,UAE,Operations,74063,24695,16093,28,18,1,3703.15,111147.85,114851,-3703.149999999994,0.05,0.9333333333333333,0.6487754344274469,0
398,UK,HR,116782,26952,18535,22,10,2,25692.04,136576.96,162269,-25692.040000000008,0.22,0.7333333333333333,0.49078101077220804,0
399,Germany,IT,103343,17721,3182,26,7,3,31002.899999999998,93243.1,124246,-31002.899999999994,0.3,0.8666666666666667,0.3485086556418916,0
400,USA,HR,108071,3505,1014,21,4,4,27017.75,85572.25,112590,-27017.75,0.25,0.7,0.2533323000619963,0
401,UK,Sales,161564,7363,17988,25,1,11,35544.08,151370.91999999998,186915,-35544.080000000016,0.22,0.8333333333333334,0.3327033002401525,0
402,UAE,Finance,146399,3010,17253,29,11,8,7319.950000000001,159342.05,166662,-7319.950000000012,0.05,0.9666666666666667,0.37010167419176354,0
403,India,IT,56357,21861,6913,20,19,8,11271.400000000001,73859.6,85131,-11271.399999999994,0.20000000000000004,0.6666666666666666,0.5851301524211723,0
404,UAE,Sales,57314,26125,2727,22,5,3,2865.7000000000003,83300.3,86166,-2865.699999999997,0.05,0.7333333333333333,0.6326236172662875,0
405,Germany,Sales,95283,11369,2852,25,8,8,28584.899999999998,80919.1,109504,-28584.899999999994,0.3,0.8333333333333334,0.31148190128354486,0
406,UAE,Sales,84567,5857,9077,27,2,3,4228.35,149684.74037820604,99501,50183.74037820604,0.05,0.9,0.5909080624056879,1
407,India,IT,72006,28671,18992,29,2,1,14401.2,105267.8,119669,-14401.199999999997,0.2,0.9666666666666667,0.6769760853262228,0
408,Germany,IT,166758,11864,1273,24,24,9,50027.4,129867.6,179895,-50027.399999999994,0.3,0.8,0.2643817987742717,0
409,UAE,Operations,193521,34490,7649,18,14,0,9676.050000000001,225983.95,235660,-9676.049999999988,0.05,0.6,0.4334717420848383,0
410,Germany,Operations,86606,12120,1955,29,9,6,25981.8,74699.2,100681,-25981.800000000003,0.3,0.9666666666666667,0.32150497656051547,0
411,USA,HR,43891,22223,8778,21,10,3,10972.75,63919.25,74892,-10972.75,0.25,0.7,0.6994230024378574,0
412,USA,IT,126732,34150,4549,19,13,11,31683.0,133748.0,165431,-31683.0,0.25,0.6333333333333333,0.4351631789918884,0
413,UAE,IT,192795,4553,15863,19,1,7,9639.75,203571.25,213211,-9639.75,0.05,0.6333333333333333,0.35089849321818517,0
414,Germany,IT,54877,17489,11809,30,14,7,16463.1,67711.9,84175,-16463.100000000006,0.3,1.0,0.5622003753849518,0
415,India,Operations,39026,6389,8302,24,2,11,7805.200000000001,45911.8,53717,-7805.199999999997,0.2,0.8,0.4822359452672577,0
416,UAE,Sales,45422,23950,8100,29,4,7,2271.1,75200.9,77472,-2271.100000000006,0.049999999999999996,0.9666666666666667,0.7610908810708467,0
417,USA,Finance,165316,13089,2911,29,19,5,41329.0,139987.0,181316,-41329.0,0.25,0.9666666666666667,0.2909881681143991,0
418,USA,Operations,58481,5051,12091,20,1,8,14620.25,61002.75,75623,-14620.25,0.25,0.6666666666666666,0.40950949881157983,0
419,UAE,IT,114180,30805,9099,20,4,3,5709.0,148375.0,154084,-5709.0,0.05,0.6666666666666666,0.5216692940970398,0
420,Germany,Operations,134384,31442,5663,23,11,4,40315.2,131173.8,171489,-40315.20000000001,0.3,0.7666666666666667,0.399064174306465,0
421,USA,HR,83031,4555,11881,23,13,3,20757.75,78709.25,99467,-20757.75,0.25,0.7666666666666667,0.34925600077079644,0
422,Germany,IT,164593,14767,14368,18,18,4,49377.9,144350.1,193728,-49377.899999999994,0.3,0.6,0.32517926035736633,0
423,USA,HR,157818,2458,16938,18,10,1,39454.5,137759.5,177214,-39454.5,0.25,0.6,0.30029812822365,0
424,USA,IT,108127,18066,8298,28,5,4,27031.75,107459.25,134491,-27031.75,0.25,0.9333333333333333,0.38800276526676963,0
425,UK,Operations,117254,6721,3336,23,1,9,25795.88,101515.12,127311,-25795.880000000005,0.22,0.7666666666666667,0.29119463728316297,0
426,USA,Sales,93232,14446,6369,24,14,7,23308.0,90739.0,114047,-23308.0,0.25,0.8,0.3744508323322464,0
427,India,Finance,168084,8304,2534,26,16,8,33616.8,145305.2,178922,-33616.79999999999,0.2,0.8666666666666667,0.28362818590704647,0
428,UAE,HR,105224,36688,2226,21,24,6,5261.200000000001,138876.8,144138,-5261.200000000012,0.05000000000000001,0.7,0.5417589143161256,0
429,UAE,Operations,179529,15227,19677,27,18,6,8976.45,205456.55,214433,-8976.450000000012,0.05,0.9,0.410133543884275,0
430,Germany,Sales,54960,8298,9585,23,3,5,16488.0,56355.0,72843,-16488.0,0.3,0.7666666666666667,0.4203275109170306,0
431,USA,Operations,112695,39914,166,29,3,1,28173.75,124601.25,152775,-28173.75,0.25,0.9666666666666667,0.47380784418119704,0
432,India,HR,155066,12306,10902,20,4,9,31013.2,147260.8,178274,-31013.20000000001,0.2,0.6666666666666666,0.3377351579327512,0
433,Germany,Finance,163982,4589,3624,30,7,11,49194.6,123000.4,172195,-49194.600000000006,0.3,1.0,0.2428493371223671,0
434,UK,Operations,27693,39078,18731,30,13,10,6092.46,79409.54,85502,-6092.460000000006,0.22,1.0,1.6276084931210053,0
435,Germany,IT,140313,37009,17788,28,9,9,42093.9,153016.1,195110,-42093.899999999994,0.3,0.9333333333333333,0.4706964429525418,0
436,Germany,Sales,171930,15601,9717,21,3,8,51579.0,145669.0,197248,-51579.0,0.3,0.7,0.30742860466468913,0
437,USA,Operations,53810,9711,12601,26,17,4,13452.5,62669.5,76122,-13452.5,0.25,0.8666666666666667,0.4918333023601561,0
438,UK,Sales,45092,23364,13103,18,15,5,9920.24,71638.76,81559,-9920.240000000005,0.22,0.6,0.7710487004346669,0
439,Germany,IT,83105,35706,13030,22,10,0,24931.5,106909.5,131841,-24931.5,0.3,0.7333333333333333,0.6048282293484146,0
440,India,Finance,186577,31610,2774,28,15,4,37315.4,183645.6,220961,-37315.399999999994,0.2,0.9333333333333333,0.3675151813996366,0
441,India,Finance,53555,39069,9017,24,1,5,10711.0,90930.0,101641,-10711.0,0.2,0.8,0.8516795817383997,0
442,UAE,IT,96934,5970,10150,20,22,9,4846.7,108207.3,113054,-4846.699999999997,0.049999999999999996,0.6666666666666666,0.3909380609486867,0
443,UK,Sales,97788,5999,3739,19,21,10,21513.36,86012.64,107526,-21513.36,0.22,0.6333333333333333,0.2998843620894179,0
444,UK,Operations,102257,23034,14911,30,10,1,22496.54,117705.45999999999,140202,-22496.540000000008,0.22,1.0,0.4791705017749396,0
445,UAE,IT,42939,38176,4464,28,7,6,2146.9500000000003,83432.05,85579,-2146.949999999997,0.05000000000000001,0.9333333333333333,0.9697294999883557,0
446,Germany,HR,167897,18632,12381,19,7,3,50369.1,148540.9,198910,-50369.100000000006,0.3,0.6333333333333333,0.33192594269105463,0
447,UK,Sales,180223,15385,13746,18,3,4,39649.06,419942.6147125705,209354,210588.6147125705,0.21999999999999997,0.6,0.7560665642774294,1
448,India,Finance,153068,7950,4094,22,7,2,30613.600000000002,134498.4,165112,-30613.600000000006,0.2,0.7333333333333333,0.2924041602425066,0
449,India,IT,25036,37694,2930,30,9,4,5007.200000000001,60652.8,65660,-5007.199999999997,0.20000000000000004,1.0,1.3641332481227035,0
450,USA,Finance,118948,9975,763,20,8,11,29737.0,99949.0,129686,-29737.0,0.25,0.6666666666666666,0.2875508625617917,0
451,UK,Sales,108707,23314,11552,28,3,3,23915.54,119657.45999999999,143573,-23915.540000000008,0.22,0.9333333333333333,0.44788687021074997,0
452,Germany,Finance,64051,25398,3450,29,5,11,19215.3,73683.7,92899,-19215.300000000003,0.3,0.9666666666666667,0.5198874334514684,0
453,UAE,IT,105738,27277,19779,24,13,9,5286.900000000001,147507.1,152794,-5286.899999999994,0.05,0.8,0.5778114774253343,0
454,UAE,Sales,98596,28761,14102,18,13,5,4929.8,136529.2,141459,-4929.799999999988,0.05,0.6,0.5750107509432432,0
455,Germany,HR,85071,33533,1861,26,8,1,25521.3,94943.7,120465,-25521.300000000003,0.3,0.8666666666666667,0.49904914718294124,0
456,USA,IT,155613,8966,10806,19,18,2,38903.25,136481.75,175385,-38903.25,0.25,0.6333333333333333,0.30699700539158037,0
457,UAE,Operations,98601,8587,13283,25,7,11,4930.05,115540.95,120471,-4930.050000000003,0.05,0.8333333333333334,0.426790651210434,0
458,UK,IT,54873,24880,16493,27,10,9,12072.06,84173.94,96246,-12072.059999999998,0.22,0.9,0.7317274798170321,0
459,USA,Sales,192720,7091,12436,21,10,0,48180.0,164067.0,212247,-48180.0,0.25,0.7,0.2894733291822333,0
460,UK,IT,96468,33130,8890,23,23,6,21222.96,117265.04000000001,138488,-21222.959999999992,0.22,0.7666666666666667,0.5296939088609696,0
461,India,HR,51470,19061,15352,26,11,8,10294.0,75589.0,85883,-10294.0,0.2,0.8666666666666667,0.6781950650864581,0
462,USA,HR,33328,24293,5529,24,12,1,8332.0,54818.0,63150,-8332.0,0.25,0.8,0.8347725636101776,0
463,UAE,Operations,162405,3561,15843,25,13,6,8120.25,173688.75,181809,-8120.25,0.05,0.8333333333333334,0.35888011452849355,0
464,USA,Finance,146173,5656,8299,24,8,2,36543.25,123584.75,160128,-36543.25,0.25,0.8,0.2861508281283137,0
465,USA,Sales,71638,23618,8580,19,17,4,17909.5,85926.5,103836,-17909.5,0.25,0.6333333333333333,0.5276410564225691,0
466,USA,Sales,36268,22530,8616,26,24,5,9067.0,58347.0,67414,-9067.0,0.25,0.8666666666666667,0.8023850226094629,0
467,USA,Finance,138920,23872,18878,18,14,7,34730.0,146940.0,181670,-34730.0,0.25,0.6,0.4268226317304924,0
468,UK,HR,135379,30330,11157,19,17,3,29783.38,147082.62,176866,-29783.380000000005,0.22,0.6333333333333333,0.44027423751098765,0
469,India,HR,173117,18139,10191,20,19,1,34623.4,166823.6,201447,-34623.399999999994,0.2,0.6666666666666666,0.34866581560447557,0
470,Germany,IT,196813,34977,11767,20,16,2,59043.899999999994,184513.1,243557,-59043.899999999994,0.3,0.6666666666666666,0.3702744737390315,0
471,USA,Operations,198842,6983,17911,27,9,7,49710.5,312570.94042641117,223736,88834.94042641117,0.25,0.9,0.5126571958033179,1
472,UAE,Operations,32887,23329,2026,21,20,6,1644.3500000000001,56597.65,58242,-1644.3499999999985,0.05,0.7,0.8185208441025329,0
473,USA,Operations,49918,38734,10958,22,10,5,12479.5,87130.5,99610,-12479.5,0.25,0.7333333333333333,0.8998788012340239,0
474,UAE,IT,60497,10818,1855,23,9,4,3024.8500000000004,70145.15,73170,-3024.850000000006,0.05,0.7666666666666667,0.42857075557465657,0
475,UK,Operations,118562,12918,15063,18,1,10,26083.64,120459.36,146543,-26083.64,0.22,0.6,0.38649742750628363,0
476,UAE,Finance,36929,3250,14915,30,24,4,1846.45,53247.55,55094,-1846.449999999997,0.05,1.0,0.5889345771615804,0
477,Germany,IT,127201,6758,17981,25,3,0,38160.299999999996,113779.70000000001,151940,-38160.29999999999,0.3,0.8333333333333334,0.3320053301467756,0
478,India,Finance,141566,39131,17232,23,11,5,28313.2,169615.8,197929,-28313.20000000001,0.2,0.7666666666666667,0.5065251543449698,0
479,UAE,IT,53546,4163,5958,27,7,8,2677.3,60989.7,63667,-2677.300000000003,0.05,0.9,0.4061836551749897,0
480,UAE,Operations,193410,36621,14705,26,18,7,9670.5,235065.5,244736,-9670.5,0.05,0.8666666666666667,0.46315883356599974,0
481,India,Finance,190355,19137,10108,22,13,11,38071.0,442282.85826281755,219600,222682.85826281755,0.2,0.7333333333333333,0.7531825141385584,1
482,Germany,Finance,107494,34103,19913,24,23,9,32248.199999999997,129261.8,161510,-32248.199999999997,0.3,0.8,0.543226970807673,0
483,USA,Finance,71566,23832,18302,28,23,0,17891.5,227939.05107326695,113700,114239.05107326695,0.25,0.9333333333333333,1.1654293284797261,1
484,UAE,IT,110464,3868,5761,21,18,10,5523.200000000001,114569.8,120093,-5523.199999999997,0.05000000000000001,0.7,0.34080279548088066,0
485,India,Sales,153279,21728,688,23,16,5,30655.800000000003,145039.2,175695,-30655.79999999999,0.2,0.7666666666666667,0.34192133299408267,0
486,UK,Operations,106991,30029,6306,23,24,2,23538.02,119787.98,143326,-23538.020000000004,0.22,0.7666666666666667,0.4658316493910702,0
487,India,Finance,117680,30183,5072,30,16,5,23536.0,129399.0,152935,-23536.0,0.2,1.0,0.4453985384092454,0
488,UK,Sales,53013,24785,17739,21,21,8,11662.86,83874.14,95537,-11662.86,0.22,0.7,0.7620384056740799,0
489,Germany,Operations,77132,20940,18071,23,10,5,23139.6,93003.4,116143,-23139.600000000006,0.3,0.7666666666666667,0.5406098636104341,0
490,USA,Operations,184156,7280,10909,25,9,7,46039.0,156306.0,202345,-46039.0,0.25,0.8333333333333334,0.2882148830339495,0
491,India,Finance,132855,39012,12713,28,8,5,26571.0,158009.0,184580,-26571.0,0.2,0.9333333333333333,0.5029648865304279,0
492,UAE,Finance,177215,4164,12614,22,19,5,8860.75,185132.25,193993,-8860.75,0.05,0.7333333333333333,0.34415526338063934,0
493,Germany,IT,116627,29188,9321,19,3,6,34988.1,120147.9,155136,-34988.100000000006,0.3,0.6333333333333333,0.4331404391778919,0
494,India,Sales,147772,16088,6086,26,24,10,29554.4,140391.6,169946,-29554.399999999994,0.2,0.8666666666666667,0.3409203367349701,0
495,UAE,Sales,170251,20405,12731,28,9,9,8512.550000000001,194874.45,203387,-8512.549999999988,0.05000000000000001,0.9333333333333333,0.41376341401812616,0
496,India,Finance,166294,4821,13341,21,2,10,33258.8,151197.2,184456,-33258.79999999999,0.2,0.7,0.3084288068120317,0
497,UK,Operations,89068,24516,6667,21,19,3,19594.96,100656.04000000001,120251,-19594.959999999992,0.22,0.7,0.47158701217047655,0
498,India,Finance,180021,12473,12976,28,8,7,36004.200000000004,169465.8,205470,-36004.20000000001,0.2,0.9333333333333333,0.3317487404247282,0
499,India,Operations,41116,14178,17374,24,18,3,8223.2,64444.8,72668,-8223.199999999997,0.2,0.8,0.7349168207024029,0
500,India,Operations,76369,29018,12333,27,8,6,15273.800000000001,102446.2,117720,-15273.800000000003,0.2,0.9,0.6028749885424715,0
501,Germany,Finance,128100,19097,5290,27,5,0,38430.0,114057.0,152487,-38430.0,0.3,0.9,0.33913270882123336,0
502,India,HR,54655,16096,13044,23,6,11,10931.0,72864.0,83795,-10931.0,0.2,0.7666666666666667,0.5893477266489799,0
503,UAE,Sales,72632,5545,17760,21,10,8,3631.6000000000004,229549.75707930131,95937,133612.75707930131,0.05,0.7,1.0520284051628812,1
504,UK,Operations,170265,26798,13537,23,15,9,37458.3,173141.7,210600,-37458.29999999999,0.22000000000000003,0.7666666666666667,0.39187625172525187,0
505,UK,Operations,186848,2863,15669,20,4,8,41106.56,164273.44,205380,-41106.56,0.22,0.6666666666666666,0.29504159530741564,0
506,India,HR,199297,18148,16340,24,3,6,39859.4,193925.6,233785,-39859.399999999994,0.2,0.8,0.35293496640692035,0
507,Germany,IT,43895,23009,15955,23,24,7,13168.5,69690.5,82859,-13168.5,0.3,0.7666666666666667,0.7950165166875498,0
508,Germany,HR,177281,19809,2887,20,9,1,53184.299999999996,146792.7,199977,-53184.29999999999,0.3,0.6666666666666666,0.2979874323813607,0
509,UAE,HR,48086,20688,15794,18,16,9,2404.3,82163.7,84568,-2404.300000000003,0.05,0.6,0.7832323337353908,0
510,India,Operations,110637,2653,14560,29,16,11,22127.4,105722.6,127850,-22127.399999999994,0.2,0.9666666666666667,0.33574645010258775,0
511,UK,Sales,183279,10129,1340,27,15,9,40321.38,154426.62,194748,-40321.380000000005,0.21999999999999997,0.9,0.27707258332924123,0
512,Germany,HR,132334,28418,11929,22,24,6,39700.2,132980.8,172681,-39700.20000000001,0.3,0.7333333333333333,0.4144070306950594,0
513,India,IT,176969,25118,94,27,9,0,35393.8,242319.9738872759,202181,40138.973887275904,0.2,0.9,0.4677169005090313,0
514,Germany,Finance,88083,2443,19680,19,17,2,26424.899999999998,83781.1,110206,-26424.899999999994,0.3,0.6333333333333333,0.36347002259232775,0
515,Germany,HR,120028,29041,12840,24,21,5,36008.4,125900.6,161909,-36008.399999999994,0.3,0.8,0.4435513380211284,0
516,UK,HR,91957,25843,19076,30,12,4,20230.54,116645.45999999999,136876,-20230.540000000008,0.22,1.0,0.5551903389627761,0
517,USA,IT,122551,23053,15756,24,23,4,30637.75,130722.25,161360,-30637.75,0.25,0.8,0.4338167375215216,0
518,UAE,Sales,103506,32848,8126,21,8,8,5175.3,139304.7,144480,-5175.299999999988,0.05,0.7,0.5542520240372539,0
519,UAE,HR,163355,39874,19665,23,14,5,8167.75,214726.25,222894,-8167.75,0.05,0.7666666666666667,0.528095099629641,0
520,UK,HR,119024,39204,17881,18,18,2,26185.28,149923.72,176109,-26185.28,0.22,0.6,0.5547033875520904,0
521,Germany,Sales,106481,37807,10923,19,12,1,31944.3,123266.7,155211,-31944.300000000003,0.3,0.6333333333333333,0.5200900630159372,0
522,India,IT,25255,30213,7053,23,14,8,5051.0,57470.0,62521,-5051.0,0.2,0.7666666666666667,1.2449851514551575,0
523,Germany,HR,40487,10291,15172,19,20,9,12146.1,53803.9,65950,-12146.099999999999,0.3,0.6333333333333333,0.6127687899819696,0
524,UK,Sales,44346,18285,10935,29,23,3,9756.12,63809.88,73566,-9756.120000000003,0.22000000000000003,0.9666666666666667,0.670578270869977,0
525,UAE,HR,60050,28886,12467,29,5,10,3002.5,98400.5,101403,-3002.5,0.05,0.9666666666666667,0.7462889258950874,0
526,Germany,Finance,33744,15944,11073,28,1,4,10123.199999999999,50637.8,60761,-10123.199999999997,0.3,0.9333333333333333,0.7376375059269796,0
527,UAE,Operations,180828,37505,7691,21,13,8,9041.4,216982.6,226024,-9041.399999999994,0.049999999999999996,0.7,0.45570420510098,0
528,India,Finance,86596,25340,13770,21,14,4,17319.2,108386.8,125706,-17319.199999999997,0.2,0.7,0.5402448150030024,0
529,UAE,HR,181218,32025,15688,27,2,6,9060.9,219870.1,228931,-9060.899999999994,0.049999999999999996,0.9,0.46064645896103035,0
530,UAE,IT,144640,3607,201,26,16,1,7232.0,141216.0,148448,-7232.0,0.05,0.8666666666666667,0.3032902378318584,0
531,USA,Operations,80032,4953,17882,27,5,1,20008.0,82859.0,102867,-20008.0,0.25,0.9,0.4023827968812475,0
532,USA,Finance,67687,7933,13829,24,22,3,16921.75,143814.55138417543,89449,54365.55138417543,0.25,0.8,0.7455828359249579,1
533,USA,Sales,178048,13386,3086,24,1,7,44512.0,150008.0,194520,-44512.0,0.25,0.8,0.2880268242271747,0
534,UAE,IT,87863,6682,11305,29,12,1,4393.150000000001,101456.85,105850,-4393.149999999994,0.05,0.9666666666666667,0.4154348815770006,0
535,UK,Finance,156663,13154,2590,28,19,9,34465.86,137941.14,172407,-34465.859999999986,0.22,0.9333333333333333,0.30269394815623346,0
536,UAE,Sales,31277,11047,7125,18,22,6,1563.8500000000001,47885.15,49449,-1563.8499999999985,0.05,0.6,0.6689210921763596,0
537,UK,HR,86860,24993,7860,28,22,0,19109.2,100603.8,119713,-19109.199999999997,0.22,0.9333333333333333,0.48971148975362655,0
538,UK,Sales,158332,12338,5408,22,23,8,34833.04,141244.96,176078,-34833.04000000001,0.22,0.7333333333333333,0.30904105297728823,0
539,USA,Finance,49741,16323,1948,20,10,9,12435.25,55576.75,68012,-12435.25,0.25,0.6666666666666666,0.478209625861965,0
540,Germany,Finance,144720,39693,3963,20,12,5,43416.0,144960.0,188376,-43416.0,0.3,0.6666666666666666,0.41842247097844115,0
541,India,HR,62211,25634,693,23,19,10,12442.2,76095.8,88538,-12442.199999999997,0.2,0.7666666666666667,0.5351182266801691,0
542,USA,Sales,197614,28292,5363,21,16,0,49403.5,181865.5,231269,-49403.5,0.25,0.7,0.3415008552025667,0
543,USA,Sales,31869,11917,12125,25,17,9,7967.25,47943.75,55911,-7967.25,0.25,0.8333333333333334,0.7150342025165521,0
544,Germany,HR,112616,12145,11924,21,13,5,33784.799999999996,102900.20000000001,136685,-33784.79999999999,0.3,0.7,0.349020210272075,0
545,India,Sales,119515,31717,5887,25,7,4,23903.0,133216.0,157119,-23903.0,0.2,0.8333333333333334,0.45532108940300375,0
546,UAE,HR,175494,18905,10851,29,3,11,8774.7,196475.3,205250,-8774.700000000012,0.05,0.9666666666666667,0.39750584065552097,0
547,UAE,IT,191685,32273,7734,29,5,4,9584.25,222107.75,231692,-9584.25,0.05,0.9666666666666667,0.4270638025927954,0
548,USA,Finance,85110,28234,9913,21,4,4,21277.5,101979.5,123257,-21277.5,0.25,0.7,0.5270984608154153,0
549,India,IT,59033,15349,16191,20,15,3,11806.6,157876.56383325614,90573,67303.56383325614,0.2,0.6666666666666666,0.9885973802784348,1
550,USA,Operations,70213,3002,5293,22,17,6,17553.25,60954.75,78508,-17553.25,0.25,0.7333333333333333,0.3001598706792189,0
551,UK,Operations,37938,34573,13845,29,12,8,8346.36,78009.64,86356,-8346.36,0.22000000000000003,0.9666666666666667,1.0908743739785967,0
552,USA,Operations,155842,29803,13820,30,23,3,38960.5,160504.5,199465,-38960.5,0.25,1.0,0.4120747295337585,0
553,USA,HR,27274,13330,2291,22,14,1,6818.5,36076.5,42895,-6818.5,0.25,0.7333333333333333,0.6175203490503777,0
554,UAE,Sales,109390,28504,14395,27,4,1,5469.5,146819.5,152289,-5469.5,0.05,0.9,0.5463566139500868,0
555,UAE,IT,187887,16980,12391,27,17,1,9394.35,207863.65,217258,-9394.350000000006,0.05,0.9,0.3878309569049482,0
556,UAE,IT,175033,9017,2698,18,11,6,8751.65,177996.35,186748,-8751.649999999994,0.049999999999999996,0.6,0.33030974159158555,0
557,UK,IT,45044,18011,11566,25,6,3,9909.68,64711.32,74621,-9909.68,0.22,0.8333333333333334,0.6679601278749667,0
558,UAE,IT,124372,20001,9202,25,4,3,6218.6,147356.4,153575,-6218.600000000006,0.05,0.8333333333333334,0.44196378606117137,0
559,India,Operations,178047,19044,14055,25,13,0,35609.4,175536.6,211146,-35609.399999999994,0.2,0.8333333333333334,0.362236263458525,0
560,Germany,IT,39706,7250,1041,27,20,3,11911.8,36085.2,47997,-11911.800000000003,0.3,0.9,0.3535450561627965,0
561,India,Sales,162046,25289,17941,21,15,5,32409.2,172866.8,205276,-32409.20000000001,0.2,0.7,0.4156717228441307,0
562,India,Operations,101464,35087,17591,30,18,1,20292.800000000003,133849.2,154142,-20292.79999999999,0.20000000000000004,1.0,0.5860882677599937,0
563,UAE,IT,46213,12416,9872,26,17,3,2310.65,66190.35,68501,-2310.649999999994,0.05,0.8666666666666667,0.6012400190422609,0
564,Germany,HR,26950,27159,3621,27,19,10,8085.0,49645.0,57730,-8085.0,0.3,0.9,0.9960445269016698,0
565,Germany,Finance,35411,38368,3352,20,10,6,10623.3,66507.7,77131,-10623.300000000003,0.3,0.6666666666666666,1.0252494987433283,0
566,Germany,Finance,153603,7279,18062,24,5,8,46080.9,132863.1,178944,-46080.899999999994,0.3,0.8,0.3137251876590952,0
567,UK,Finance,87744,27157,10937,23,12,1,19303.68,106534.32,125838,-19303.679999999993,0.22,0.7666666666666667,0.5254398705324581,0
568,UAE,Operations,173843,17494,14602,26,15,7,8692.15,197246.85,205939,-8692.149999999994,0.049999999999999996,0.8666666666666667,0.4058389178741738,0
569,Germany,IT,60053,27574,8972,29,23,5,18015.899999999998,78583.1,96599,-18015.899999999994,0.3,0.9666666666666667,0.6210535693470768,0
570,UK,Operations,163117,27333,945,30,4,7,35885.74,155509.26,191395,-35885.73999999999,0.22,1.0,0.35477281950992234,0
571,USA,Sales,82623,35050,19812,21,8,1,20655.75,116829.25,137485,-20655.75,0.25,0.7,0.6658239836365176,0
572,USA,HR,54714,34263,7973,21,20,10,13678.5,83271.5,96950,-13678.5,0.25,0.7,0.7507868187301239,0
573,UK,HR,190458,34539,14118,23,22,0,41900.76,197214.24,239115,-41900.76000000001,0.22,0.7666666666666667,0.4054188955045207,0
574,UK,Finance,134283,16030,11290,25,17,6,29542.26,132060.74,161603,-29542.26000000001,0.22,0.8333333333333334,0.36800802782183895,0
575,UAE,Finance,33562,24721,16383,20,6,8,1678.1000000000001,72987.9,74666,-1678.1000000000058,0.05,0.6666666666666666,1.0934887670579823,0
576,UAE,Finance,80048,7166,19368,28,16,8,4002.4,102579.6,106582,-4002.399999999994,0.05,0.9333333333333333,0.49283779732160704,0
577,USA,IT,118295,9121,18974,25,5,1,29573.75,116816.25,146390,-29573.75,0.25,0.8333333333333334,0.37521006805021345,0
578,Germany,Sales,37026,16677,10366,25,14,3,11107.8,52961.2,64069,-11107.800000000003,0.3,0.8333333333333334,0.693268514017177,0
579,USA,Sales,131147,33241,1797,24,2,0,32786.75,133398.25,166185,-32786.75,0.25,0.8,0.410645878289248,0
580,Germany,Sales,56589,18373,11248,24,17,10,16976.7,69233.3,86210,-16976.699999999997,0.3,0.8,0.5565320115216739,0
581,Germany,Sales,133199,23873,2257,22,6,6,39959.7,119369.3,159329,-39959.7,0.3,0.7333333333333333,0.34562639359154346,0
582,UAE,Finance,122274,39664,2197,19,11,1,6113.700000000001,158021.3,164135,-6113.700000000012,0.05,0.6333333333333333,0.5228510558254411,0
583,India,HR,51844,3293,8222,29,2,3,10368.800000000001,52990.2,63359,-10368.800000000003,0.2,0.9666666666666667,0.3796169277061955,0
584,India,Finance,179519,24443,14152,19,1,11,35903.8,344354.01349031396,218114,126240.01349031396,0.2,0.6333333333333333,0.6535742960193305,1
585,UK,Sales,115415,20595,2912,30,5,1,25391.3,113530.7,138922,-25391.300000000003,0.22,1.0,0.3740485205562535,0
586,UAE,Finance,79708,11740,11004,29,8,0,3985.4,98466.6,102452,-3985.399999999994,0.05,0.9666666666666667,0.4709336578511568,0
587,Germany,Sales,95825,14559,8874,27,4,6,28747.5,90510.5,119258,-28747.5,0.3,0.9,0.37191703626402295,0
588,India,Operations,76574,23747,15416,29,19,5,15314.800000000001,100422.2,115737,-15314.800000000003,0.2,0.9666666666666667,0.5778757802909604,0
589,Germany,HR,110548,9973,6152,25,5,1,33164.4,93508.6,126673,-33164.399999999994,0.3,0.8333333333333334,0.3065399645402902,0
590,India,Operations,174884,17333,7172,28,5,3,34976.8,164412.2,199389,-34976.79999999999,0.2,0.9333333333333333,0.33398401225955493,0
591,India,IT,89230,32129,19278,23,24,11,17846.0,122791.0,140637,-17846.0,0.2,0.7666666666666667,0.621677686876611,0
592,India,Finance,197700,2037,3185,25,16,10,39540.0,163382.0,202922,-39540.0,0.2,0.8333333333333334,0.25687860394537176,0
593,UAE,IT,65581,34311,19116,20,22,2,3279.05,115728.95,119008,-3279.050000000003,0.05,0.6666666666666666,0.8261216663362863,0
594,USA,Finance,50105,30207,9161,18,18,11,12526.25,76946.75,89473,-12526.25,0.25,0.6,0.7567134018561021,0
595,Germany,Operations,104830,35241,15765,30,11,2,31449.0,124387.0,155836,-31449.0,0.3,1.0,0.5355527997710579,0
596,UAE,Sales,94157,2058,17467,23,17,2,4707.85,108974.15,113682,-4707.850000000006,0.05,0.7666666666666667,0.4116055630489502,0
597,UAE,Sales,188514,4636,4862,19,3,10,9425.7,188586.3,198012,-9425.700000000012,0.05,0.6333333333333333,0.3176893493321451,0
