Employee_ID,Salary,Bonus,Overtime,Attendance,Experience,Leaves,Tax,Net_Pay,anomaly,Validation_Flag,Total_Pay,Pay_Deviation,Tax_Ratio,Attendance_Ratio,Risk_Score,Fraud_Label,Country_India,Country_UAE,Country_UK,Country_USA,Department_HR,Department_IT,Department_Ops,Department_Sales,Anomaly,Cluster,Decision
732,76104,40056,13440,29,14,4,22831.2,106768.8,1,Valid,129600,-22831.199999999997,0.3,0.9666666666666667,0.68439293598234,0,False,False,False,False,False,False,False,False,1,1,Approve
733,70934,31090,3906,21,20,4,17733.5,88196.5,1,Valid,105930,-17733.5,0.25,0.7,0.5648454901739646,0,False,False,False,True,False,False,True,False,1,3,Approve
734,144420,25681,1272,20,4,8,28884.0,142489.0,1,Valid,171373,-28884.0,0.2,0.6666666666666666,0.3697597285694502,0,True,False,False,False,False,False,True,False,1,2,Approve
735,36050,37252,4836,29,4,4,9012.5,69125.5,1,Valid,78138,-9012.5,0.25,0.9666666666666667,1.0288280166435508,0,False,False,False,True,False,True,False,False,1,1,Review
736,38484,12796,1862,19,11,8,7696.8,45445.2,1,Valid,53142,-7696.800000000003,0.2,0.6333333333333333,0.5017815195925579,0,True,False,False,False,False,False,True,False,1,3,Approve
737,92648,12263,4226,20,21,0,27794.399999999998,81342.6,1,Valid,109137,-27794.399999999994,0.3,0.6666666666666666,0.33002093946982125,0,False,False,False,False,False,False,False,True,1,3,Approve
738,89945,17777,12610,24,24,9,26983.5,93348.5,1,Valid,120332,-26983.5,0.3,0.8,0.4324681749958308,0,False,False,False,False,False,False,True,False,1,1,Approve
739,61323,46538,9014,25,18,9,3066.15,113808.85,1,Valid,116875,-3066.149999999994,0.05,0.8333333333333334,0.9044250118226441,0,False,True,False,False,False,False,False,True,1,0,Review
740,116332,25343,16926,22,5,7,29083.0,129518.0,1,Valid,158601,-29083.0,0.25,0.7333333333333333,0.46479386583227317,0,False,False,False,True,False,False,True,False,1,2,Approve
741,124605,45153,6209,28,2,2,6230.25,169736.75,1,Valid,175967,-6230.25,0.05,0.9333333333333333,0.5685560370771638,0,False,True,False,False,False,True,False,False,1,0,Approve
742,196433,19862,19149,18,15,7,49108.25,186335.75,1,Valid,235444,-49108.25,0.25,0.6,0.35426952192350575,0,False,False,False,True,False,False,False,True,1,2,Approve
743,40315,46232,10270,20,11,4,2015.75,94801.25,1,Valid,96817,-2015.75,0.05,0.6666666666666666,1.240584769936748,0,False,True,False,False,True,False,False,False,1,0,Review
744,77968,42649,17268,21,24,1,17152.96,120732.04000000001,1,Valid,137885,-17152.959999999992,0.22,0.7,0.7497898112045968,0,False,False,True,False,False,False,False,True,1,3,Approve
745,187591,20691,3649,27,17,8,41270.02,170660.98,1,Valid,211931,-41270.01999999999,0.21999999999999997,0.9,0.32288006354249404,0,False,False,True,False,False,True,False,False,1,2,Approve
746,39107,30028,14126,30,16,3,8603.54,74657.45999999999,1,Valid,83261,-8603.540000000008,0.22000000000000003,1.0,0.9882179149512874,0,False,False,True,False,False,False,False,True,1,1,Review
747,85781,47135,16073,30,15,6,18871.82,130117.18,1,Valid,148989,-18871.820000000007,0.22,1.0,0.7310599550016903,0,False,False,True,False,False,False,True,False,1,1,Approve
748,33869,36066,19955,29,23,7,6773.8,83116.2,-1,Valid,89890,-6773.800000000003,0.2,0.9666666666666667,1.3389164132392453,0,True,False,False,False,False,False,True,False,-1,1,Review
749,110983,38181,3666,21,3,6,24416.26,128413.74,1,Valid,152830,-24416.259999999995,0.21999999999999997,0.7,0.49463721470855904,0,False,False,True,False,False,True,False,False,1,3,Approve
750,188442,22934,13357,29,20,5,56532.6,168200.4,1,Valid,224733,-56532.600000000006,0.3,0.9666666666666667,0.3377209963808493,0,False,False,False,False,False,False,False,False,1,2,Approve
751,37971,25910,15448,18,15,6,11391.3,67937.7,1,Valid,79329,-11391.300000000003,0.3,0.6,0.9317560770061362,0,False,False,False,False,False,False,True,False,1,3,Review
752,126805,12141,9913,27,24,3,25361.0,123498.0,1,Valid,148859,-25361.0,0.2,0.9,0.3539268956271441,0,True,False,False,False,True,False,False,False,1,1,Approve
753,55651,21225,8566,26,19,9,12243.22,73198.78,1,Valid,85442,-12243.220000000001,0.22,0.8666666666666667,0.5933304702521068,0,False,False,True,False,False,True,False,False,1,1,Approve
754,86974,39714,15605,29,13,0,19134.28,123158.72,1,Valid,142293,-19134.28,0.21999999999999997,0.9666666666666667,0.6612863154505945,0,False,False,True,False,False,False,False,True,1,1,Approve
755,53446,26587,557,27,16,4,11758.12,68831.88,1,Valid,80590,-11758.119999999995,0.22,0.9,0.5884718033154961,0,False,False,True,False,False,False,False,True,1,1,Approve
756,199180,37959,9472,21,23,7,9959.0,236652.0,1,Valid,246611,-9959.0,0.05,0.7,0.44693643940154637,0,False,True,False,False,True,False,False,False,1,0,Approve
757,33823,19175,11615,19,12,9,8455.75,56157.25,1,Valid,64613,-8455.75,0.25,0.6333333333333333,0.8278885669514827,0,False,False,False,True,False,False,True,False,1,3,Review
758,174526,15051,6040,30,17,5,8726.300000000001,186890.7,1,Valid,195617,-8726.299999999988,0.05000000000000001,1.0,0.3661323241236263,0,False,True,False,False,False,True,False,False,1,0,Approve
759,165004,10892,13884,26,16,4,41251.0,148529.0,1,Valid,189780,-41251.0,0.25,0.8666666666666667,0.32169341349300623,0,False,False,False,True,True,False,False,False,1,2,Approve
760,171292,8449,1128,21,9,1,37684.24,143184.76,1,Valid,180869,-37684.23999999999,0.22,0.7,0.27247873806132217,0,False,False,True,False,False,False,True,False,1,2,Approve
761,97965,46095,17744,21,6,9,21552.3,140251.7,1,Valid,161804,-21552.29999999999,0.22,0.7,0.6720431786862655,0,False,False,True,False,False,True,False,False,1,3,Approve
762,189280,43677,9292,28,19,4,9464.0,232785.0,1,Valid,242249,-9464.0,0.05,0.9333333333333333,0.47598214285714285,0,False,True,False,False,False,False,False,True,1,0,Approve
763,40510,17393,5349,23,23,9,2025.5,61226.5,-1,Valid,63252,-2025.5,0.05,0.7666666666666667,0.6647704270550482,0,False,True,False,False,False,True,False,False,-1,0,Approve
764,171609,34190,19009,25,13,2,42902.25,181905.75,1,Valid,224808,-42902.25,0.25,0.8333333333333334,0.4309239317285224,0,False,False,False,True,False,False,False,False,1,2,Approve
765,135935,39709,12319,22,21,1,40780.5,147182.5,1,Valid,187963,-40780.5,0.3,0.7333333333333333,0.4688568065619597,0,False,False,False,False,False,True,False,False,1,2,Approve
766,99134,36533,9823,29,24,2,24783.5,120706.5,1,Valid,145490,-24783.5,0.25,0.9666666666666667,0.5424178384812476,0,False,False,False,True,False,False,False,False,1,1,Approve
767,102254,31141,57,25,8,3,5112.700000000001,128339.3,1,Valid,133452,-5112.699999999997,0.05000000000000001,0.8333333333333334,0.498516341659006,0,False,True,False,False,False,True,False,False,1,0,Approve
768,174854,41989,8503,18,12,1,8742.7,216603.3,1,Valid,225346,-8742.700000000012,0.05,0.6,0.4822737255081382,0,False,True,False,False,False,False,False,False,1,0,Approve
769,144780,28908,10193,30,9,3,28956.0,154925.0,1,Valid,183881,-28956.0,0.2,1.0,0.42200994612515536,0,True,False,False,False,False,False,False,True,1,1,Approve
770,155544,44311,19121,21,22,3,7777.200000000001,211198.8,1,Valid,218976,-7777.200000000012,0.05,0.7,0.5581722213650157,0,False,True,False,False,False,False,True,False,1,0,Approve
771,95587,37322,5493,18,4,5,19117.4,119284.6,1,Valid,138402,-19117.399999999994,0.2,0.6,0.5477949930429871,0,True,False,False,False,False,False,False,False,1,3,Approve
772,112238,19012,3877,20,13,4,33671.4,101455.6,1,Valid,135127,-33671.399999999994,0.3,0.6666666666666666,0.34929863326146227,0,False,False,False,False,False,False,False,False,1,3,Approve
773,105720,39889,2282,28,2,6,26430.0,121461.0,1,Valid,147891,-26430.0,0.25,0.9333333333333333,0.5020667801740446,0,False,False,False,True,False,False,False,True,1,1,Approve
774,108004,22412,11375,24,3,6,27001.0,114790.0,1,Valid,141791,-27001.0,0.25,0.8,0.4334496870486278,0,False,False,False,True,False,False,False,False,1,2,Approve
775,52072,35614,1431,18,5,2,10414.400000000001,78702.6,1,Valid,89117,-10414.399999999994,0.20000000000000004,0.6,0.735245045321862,0,True,False,False,False,True,False,False,False,1,3,Approve
776,111015,49494,12526,22,24,8,27753.75,145281.25,1,Valid,173035,-27753.75,0.25,0.7333333333333333,0.6047811106607215,0,False,False,False,True,False,False,False,True,1,2,Approve
777,102746,29657,1775,18,18,6,5137.3,129040.7,1,Valid,134178,-5137.300000000003,0.05,0.6,0.4974160551262336,0,False,True,False,False,True,False,False,False,1,0,Approve
778,132260,10656,11351,23,21,6,29097.2,125169.8,1,Valid,154267,-29097.199999999997,0.22,0.7666666666666667,0.34189203084832903,0,False,False,True,False,False,False,False,True,1,2,Approve
779,167129,13967,14639,26,14,1,33425.8,162309.2,1,Valid,195735,-33425.79999999999,0.2,0.8666666666666667,0.35105373693374575,0,True,False,False,False,False,False,False,False,1,2,Approve
780,158259,24422,4385,20,2,9,39564.75,147501.25,1,Valid,187066,-39564.75,0.25,0.6666666666666666,0.34964630763495286,0,False,False,False,True,True,False,False,False,1,2,Approve
781,60916,20764,15203,28,15,2,12183.2,84699.8,1,Valid,96883,-12183.199999999997,0.2,0.9333333333333333,0.6283478888961849,0,True,False,False,False,False,False,False,False,1,1,Approve
782,57268,20873,3974,28,8,2,11453.6,70661.4,1,Valid,82115,-11453.600000000006,0.2,0.9333333333333333,0.5367713208074317,0,True,False,False,False,False,False,False,True,1,1,Approve
783,53259,33949,5905,29,16,5,11716.98,81396.02,1,Valid,93113,-11716.979999999996,0.22,0.9666666666666667,0.7467264875420117,0,False,False,True,False,False,False,False,False,1,1,Approve
784,109400,48847,4465,23,3,3,5470.0,157242.0,1,Valid,162712,-5470.0,0.05,0.7666666666666667,0.6220374771480804,0,False,True,False,False,True,False,False,False,1,0,Approve
785,64293,7271,19686,21,24,3,12858.6,78391.4,1,Valid,91250,-12858.600000000006,0.2,0.7,0.5028793181217239,0,True,False,False,False,True,False,False,False,1,3,Approve
786,141581,6607,6945,23,20,0,35395.25,119737.75,1,Valid,155133,-35395.25,0.25,0.7666666666666667,0.2870980216271958,0,False,False,False,True,False,False,False,False,1,2,Approve
787,37043,24523,11058,19,20,5,11112.9,61511.1,1,Valid,72624,-11112.900000000001,0.3,0.6333333333333333,0.852520854142483,0,False,False,False,False,False,True,False,False,1,3,Review
788,137009,32990,12636,21,23,7,27401.800000000003,155233.2,1,Valid,182635,-27401.79999999999,0.2,0.7,0.46388748184425843,0,True,False,False,False,False,False,False,True,1,2,Approve
789,68893,8665,2302,30,5,7,13778.6,66081.4,1,Valid,79860,-13778.600000000006,0.2,1.0,0.3480908074840695,0,True,False,False,False,False,False,False,True,1,1,Approve
790,191940,21308,4966,30,4,7,42226.8,175987.2,1,Valid,218214,-42226.79999999999,0.22000000000000003,1.0,0.32723330207356466,0,False,False,True,False,False,False,False,False,1,2,Approve
791,56309,10852,13447,24,23,4,2815.4500000000003,77792.55,1,Valid,80608,-2815.449999999997,0.05,0.8,0.5631899873910031,0,False,True,False,False,False,True,False,False,1,0,Approve
792,53284,10462,18426,28,12,9,15985.199999999999,66186.8,1,Valid,82172,-15985.199999999997,0.3,0.9333333333333333,0.5549253059079648,0,False,False,False,False,True,False,False,False,1,1,Approve
793,156801,36795,14162,23,19,5,39200.25,168557.75,1,Valid,207758,-39200.25,0.25,0.7666666666666667,0.4434533261905217,0,False,False,False,True,False,False,True,False,1,2,Approve
794,143259,9270,16058,26,15,4,42977.7,125609.3,1,Valid,168587,-42977.7,0.3,0.8666666666666667,0.3225499968588361,0,False,False,False,False,False,False,True,False,1,2,Approve
795,130804,29491,8714,28,13,3,32701.0,136308.0,1,Valid,169009,-32701.0,0.25,0.9333333333333333,0.4227928809516528,0,False,False,False,True,False,False,False,False,1,2,Approve
796,99000,41230,10899,24,5,3,4950.0,146179.0,1,Valid,151129,-4950.0,0.05,0.8,0.642579797979798,0,False,True,False,False,False,True,False,False,1,0,Approve
797,114179,5347,2998,18,12,3,28544.75,93979.25,1,Valid,122524,-28544.75,0.25,0.6,0.2735351947380867,0,False,False,False,True,False,True,False,False,1,3,Approve
798,95049,37830,909,23,19,3,20910.78,112877.22,1,Valid,133788,-20910.78,0.22,0.7666666666666667,0.518341760565603,0,False,False,True,False,False,False,False,True,1,3,Approve
799,59265,6783,12729,28,2,5,13038.3,65738.7,1,Valid,78777,-13038.300000000003,0.22,0.9333333333333333,0.44298506707162744,0,False,False,True,False,True,False,False,False,1,1,Approve
800,53880,33390,1880,20,7,5,11853.6,77296.4,1,Valid,89150,-11853.600000000006,0.22,0.6666666666666666,0.6887327394209354,0,False,False,True,False,False,True,False,False,1,3,Approve
801,114579,13417,12497,25,23,4,25207.38,115285.62,1,Valid,140493,-25207.380000000005,0.22,0.8333333333333334,0.3814100838722628,0,False,False,True,False,False,False,True,False,1,1,Approve
802,161327,11566,18944,30,5,8,48398.1,143438.9,1,Valid,191837,-48398.100000000006,0.3,1.0,0.33064068630793353,0,False,False,False,False,True,False,False,False,1,2,Approve
803,162574,22426,7527,18,20,7,8128.700000000001,184398.3,1,Valid,192527,-8128.700000000012,0.05,0.6,0.4093396853125346,0,False,True,False,False,True,False,False,False,1,0,Approve
804,95424,35750,5696,27,11,9,23856.0,113014.0,1,Valid,136870,-23856.0,0.25,0.9,0.5230654761904762,0,False,False,False,True,False,False,False,False,1,1,Approve
805,100966,15872,3072,19,18,5,25241.5,94668.5,1,Valid,119910,-25241.5,0.25,0.6333333333333333,0.35329665431927576,0,False,False,False,True,False,True,False,False,1,3,Approve
806,188497,33695,12018,20,18,8,41469.340000000004,192740.66,1,Valid,234210,-41469.34,0.22000000000000003,0.6666666666666666,0.3973835021247022,0,False,False,True,False,False,False,False,False,1,2,Approve
807,97396,6234,4476,20,7,4,21427.12,86678.88,1,Valid,108106,-21427.119999999995,0.22,0.6666666666666666,0.30637874245348884,0,False,False,True,False,False,True,False,False,1,3,Approve
808,101694,39752,11067,24,10,9,20338.800000000003,132174.2,1,Valid,152513,-20338.79999999999,0.20000000000000004,0.8,0.5789246169882196,0,True,False,False,False,False,False,False,True,1,1,Approve
809,166878,33832,4489,30,23,3,8343.9,196855.1,1,Valid,205199,-8343.899999999994,0.049999999999999996,1.0,0.4430543870372368,0,False,True,False,False,False,False,False,False,1,0,Approve
810,47106,22978,16219,25,20,5,14131.8,72171.2,1,Valid,86303,-14131.800000000003,0.3,0.8333333333333334,0.7580405893092175,0,False,False,False,False,False,False,False,False,1,1,Approve
811,86731,27641,14367,26,14,3,21682.75,107056.25,1,Valid,128739,-21682.75,0.25,0.8666666666666667,0.5474786985045716,0,False,False,False,True,False,False,True,False,1,1,Approve
812,105010,32127,6855,24,20,7,21002.0,122990.0,1,Valid,143992,-21002.0,0.2,0.8,0.4933273021616989,0,True,False,False,False,False,False,False,False,1,1,Approve
813,62599,39720,3097,25,20,6,12519.800000000001,92896.2,1,Valid,105416,-12519.800000000003,0.2,0.8333333333333334,0.7138446301059123,0,True,False,False,False,False,True,False,False,1,1,Approve
814,101326,23079,11817,28,11,4,25331.5,110890.5,1,Valid,136222,-25331.5,0.25,0.9333333333333333,0.45441298383435635,0,False,False,False,True,False,False,True,False,1,1,Approve
815,105706,22338,19889,23,2,9,31711.8,116221.2,1,Valid,147933,-31711.800000000003,0.3,0.7666666666666667,0.4708177397687927,0,False,False,False,False,False,False,False,False,1,2,Approve
816,39004,8291,1084,19,13,5,7800.8,40578.2,1,Valid,48379,-7800.800000000003,0.2,0.6333333333333333,0.40547277202338217,0,True,False,False,False,False,False,False,False,1,3,Approve
817,145018,13548,552,18,13,6,29003.600000000002,130114.4,1,Valid,159118,-29003.600000000006,0.2,0.6,0.3076798742225103,0,True,False,False,False,False,False,False,True,1,2,Approve
818,55792,49555,1153,20,9,1,2789.6000000000004,103710.4,1,Valid,106500,-2789.600000000006,0.05000000000000001,0.6666666666666666,0.9191464726125609,0,False,True,False,False,False,False,False,False,1,0,Review
819,84645,38736,18629,26,17,8,25393.5,116616.5,1,Valid,142010,-25393.5,0.3,0.8666666666666667,0.6623905723905723,0,False,False,False,False,True,False,False,False,1,1,Approve
820,37232,33022,18070,30,15,6,7446.400000000001,165003.70288830018,1,Valid,88324,76679.70288830018,0.2,1.0,1.829901989323433,1,True,False,False,False,False,False,True,False,-1,1,Audit
821,84766,9234,17077,24,24,7,25429.8,85647.2,1,Valid,111077,-25429.800000000003,0.3,0.8,0.40713092513507776,0,False,False,False,False,True,False,False,False,1,1,Approve
822,150601,31720,8689,19,22,4,37650.25,153359.75,1,Valid,191010,-37650.25,0.25,0.6333333333333333,0.4070532400183266,0,False,False,False,True,False,False,True,False,1,2,Approve
823,111588,46106,13483,18,23,2,24549.36,146627.64,1,Valid,171177,-24549.359999999986,0.22,0.6,0.5957234828117719,0,False,False,True,False,False,False,False,True,1,3,Approve
824,35913,45117,15034,19,21,1,7182.6,88881.4,1,Valid,96064,-7182.600000000006,0.2,0.6333333333333333,1.3705738868933255,0,True,False,False,False,False,False,False,False,1,3,Review
825,142406,18368,12159,20,22,1,7120.3,165812.7,1,Valid,172933,-7120.299999999988,0.05,0.6666666666666666,0.42651791357105745,0,False,True,False,False,False,False,False,False,1,0,Approve
826,143693,13734,805,23,22,2,35923.25,192424.52198775506,1,Valid,158232,34192.521987755055,0.25,0.7666666666666667,0.4416530839799191,0,False,False,False,True,False,False,False,False,1,2,Approve
827,123449,46651,920,29,16,0,37034.7,133985.3,1,Valid,171020,-37034.70000000001,0.3,0.9666666666666667,0.47899934385859744,0,False,False,False,False,False,False,True,False,1,1,Approve
828,40567,38793,13162,26,10,0,10141.75,82380.25,1,Valid,92522,-10141.75,0.25,0.8666666666666667,1.089059457194271,0,False,False,False,True,False,False,False,False,1,1,Review
829,68379,17197,19988,25,20,6,13675.800000000001,91888.2,1,Valid,105564,-13675.800000000003,0.2,0.8333333333333334,0.5914339197706898,0,True,False,False,False,True,False,False,False,1,1,Approve
830,30319,8359,1443,27,12,9,9095.699999999999,31025.300000000003,1,Valid,40121,-9095.699999999997,0.3,0.9,0.431547544444078,0,False,False,False,False,False,False,False,False,1,1,Approve
831,120005,43025,7048,26,5,7,26401.1,143676.9,1,Valid,170078,-26401.100000000006,0.22,0.8666666666666667,0.5202072413649431,0,False,False,True,False,False,False,False,True,1,2,Approve
832,140990,40719,13707,28,20,5,35247.5,160168.5,1,Valid,195416,-35247.5,0.25,0.9333333333333333,0.4854971983828641,0,False,False,False,True,True,False,False,False,1,2,Approve
833,34791,12389,17929,28,17,6,6958.200000000001,58150.8,1,Valid,65109,-6958.199999999997,0.2,0.9333333333333333,0.7984691443189331,0,True,False,False,False,False,False,False,False,1,1,Approve
834,161401,19952,1210,25,10,0,8070.05,174492.95,1,Valid,182563,-8070.049999999988,0.05,0.8333333333333334,0.3760304149292755,0,False,True,False,False,False,False,False,False,1,0,Approve
835,91032,34075,16004,24,6,0,27309.6,113801.4,1,Valid,141111,-27309.600000000006,0.3,0.8,0.577507030494771,0,False,False,False,False,False,True,False,False,1,1,Approve
836,118662,23939,10272,23,21,8,29665.5,123207.5,1,Valid,152873,-29665.5,0.25,0.7666666666666667,0.4181578769951627,0,False,False,False,True,False,False,True,False,1,2,Approve
837,51300,20624,6212,25,20,4,12825.0,65311.0,1,Valid,78136,-12825.0,0.25,0.8333333333333334,0.5790740740740741,0,False,False,False,True,True,False,False,False,1,1,Approve
838,105700,6735,10340,23,6,6,23254.0,99521.0,1,Valid,122775,-23254.0,0.22,0.7666666666666667,0.3372970671712393,0,False,False,True,False,False,True,False,False,1,3,Approve
839,85609,29315,9700,19,12,5,18833.98,105790.02,1,Valid,124624,-18833.979999999996,0.22,0.6333333333333333,0.5416837715660736,0,False,False,True,False,False,False,False,True,1,3,Approve
840,120045,22422,17297,30,21,3,6002.25,153761.75,1,Valid,159764,-6002.25,0.05,1.0,0.5021985505435462,0,False,True,False,False,False,False,True,False,1,0,Approve
841,91901,44137,19164,26,19,0,4595.05,326450.86059013545,-1,Valid,155202,171248.86059013545,0.05,0.8666666666666667,1.3203257655198597,1,False,True,False,False,True,False,False,False,-1,0,Audit
842,35703,12127,8581,26,2,3,7140.6,49270.4,1,Valid,56411,-7140.5999999999985,0.2,0.8666666666666667,0.6219707027420665,0,True,False,False,False,False,False,False,False,1,1,Approve
843,93115,40680,13045,20,13,9,18623.0,128217.0,1,Valid,146840,-18623.0,0.2,0.6666666666666666,0.6298727380121355,0,True,False,False,False,True,False,False,False,1,3,Approve
844,57676,17606,2570,26,22,9,2883.8,74968.2,1,Valid,77852,-2883.800000000003,0.05,0.8666666666666667,0.5254154240932103,0,False,True,False,False,False,False,False,False,1,0,Approve
845,151332,37743,2779,19,20,7,7566.6,184287.4,1,Valid,191854,-7566.600000000006,0.05,0.6333333333333333,0.47060185552295614,0,False,True,False,False,False,False,True,False,1,0,Approve
846,197995,39010,18360,29,11,0,59398.5,195966.5,1,Valid,255365,-59398.5,0.3,0.9666666666666667,0.40355539281294983,0,False,False,False,False,False,False,False,False,1,2,Approve
847,59802,20636,11628,20,15,1,13156.44,207785.10633778266,1,Valid,92066,115719.10633778266,0.22,0.6666666666666666,1.23872666301018,1,False,False,True,False,False,False,False,True,1,3,Audit
848,120331,30348,17178,23,13,7,24066.2,143790.8,1,Valid,167857,-24066.20000000001,0.2,0.7666666666666667,0.5021967738986628,0,True,False,False,False,False,False,False,False,1,2,Approve
849,154786,15108,1722,21,3,1,34052.92,137563.08000000002,1,Valid,171616,-34052.919999999984,0.22,0.7,0.3089990309201091,0,False,False,True,False,False,False,False,True,1,2,Approve
850,95169,13098,13885,25,14,9,20937.18,101214.82,1,Valid,122152,-20937.179999999993,0.22,0.8333333333333334,0.41787920436276516,0,False,False,True,False,False,False,True,False,1,1,Approve
851,98147,41180,17282,18,8,8,4907.35,151701.65,1,Valid,156609,-4907.350000000006,0.05,0.6,0.6843519924195339,0,False,True,False,False,False,False,True,False,1,0,Approve
852,52075,23883,102,30,9,2,15622.5,60437.5,1,Valid,76060,-15622.5,0.3,1.0,0.5322141142582814,0,False,False,False,False,True,False,False,False,1,1,Approve
853,112015,49400,13262,23,15,2,28003.75,146673.25,1,Valid,174677,-28003.75,0.25,0.7666666666666667,0.6047455697897604,0,False,False,False,True,False,False,False,True,1,2,Approve
854,39304,12160,7453,19,23,5,11791.199999999999,47125.8,1,Valid,58917,-11791.199999999997,0.3,0.6333333333333333,0.5403429676368818,0,False,False,False,False,False,False,False,True,1,3,Approve
855,159851,24929,9639,23,18,2,47955.299999999996,146463.7,1,Valid,194419,-47955.29999999999,0.3,0.7666666666666667,0.35534597844242455,0,False,False,False,False,False,True,False,False,1,2,Approve
856,150729,22597,12406,18,8,8,33160.38,152571.62,1,Valid,185732,-33160.380000000005,0.21999999999999997,0.6,0.38832663920015387,0,False,False,True,False,False,True,False,False,1,2,Approve
857,89622,16123,18416,19,11,7,26886.6,97274.4,1,Valid,124161,-26886.600000000006,0.3,0.6333333333333333,0.4592211733726094,0,False,False,False,False,False,True,False,False,1,3,Approve
858,84215,33357,12224,26,5,3,16843.0,112953.0,1,Valid,129796,-16843.0,0.2,0.8666666666666667,0.604356706049991,0,True,False,False,False,False,False,False,False,1,1,Approve
859,103973,9960,6172,23,15,5,22874.06,97230.94,1,Valid,120105,-22874.059999999998,0.22,0.7666666666666667,0.3366728092870264,0,False,False,True,False,False,True,False,False,1,3,Approve
860,138654,38556,11252,25,15,7,27730.800000000003,160731.2,1,Valid,188462,-27730.79999999999,0.2,0.8333333333333334,0.48334242070189104,0,True,False,False,False,False,False,False,True,1,2,Approve
861,173593,23255,17918,24,7,3,43398.25,171367.75,1,Valid,214766,-43398.25,0.25,0.8,0.3807050111467628,0,False,False,False,True,False,False,False,False,1,2,Approve
862,54028,18350,7197,26,21,4,11886.16,67688.84,1,Valid,79575,-11886.160000000003,0.22,0.8666666666666667,0.5516723180573035,0,False,False,True,False,False,False,True,False,1,1,Approve
863,69328,35881,13677,26,18,6,17332.0,101554.0,1,Valid,118886,-17332.0,0.25,0.8666666666666667,0.7056557235171936,0,False,False,False,True,True,False,False,False,1,1,Approve
864,57301,23409,11039,28,12,7,12606.22,79142.78,1,Valid,91749,-12606.220000000001,0.22,0.9333333333333333,0.6355584370255318,0,False,False,True,False,False,True,False,False,1,1,Approve
865,68015,37635,4570,21,12,6,3400.75,106819.25,1,Valid,110220,-3400.75,0.05,0.7,0.7126483128721606,0,False,True,False,False,False,False,True,False,1,0,Approve
866,66845,7446,6706,24,4,7,20053.5,60943.5,1,Valid,80997,-20053.5,0.3,0.8,0.34816740219911735,0,False,False,False,False,False,False,False,True,1,1,Approve
867,116818,35657,11655,22,11,3,5840.900000000001,158289.1,1,Valid,164130,-5840.899999999994,0.05,0.7333333333333333,0.558527196151278,0,False,True,False,False,True,False,False,False,1,0,Approve
868,106394,26207,434,24,21,0,26598.5,106436.5,1,Valid,133035,-26598.5,0.25,0.8,0.399871703291539,0,False,False,False,True,False,False,True,False,1,1,Approve
869,73714,13752,15139,21,6,5,22114.2,80490.8,1,Valid,102605,-22114.199999999997,0.3,0.7,0.46381610006240337,0,False,False,False,False,True,False,False,False,1,3,Approve
870,110722,18440,9449,29,21,4,24358.84,114252.16,1,Valid,138611,-24358.839999999997,0.22,0.9666666666666667,0.40178418019905704,0,False,False,True,False,False,True,False,False,1,1,Approve
871,55230,49864,9122,27,10,3,16569.0,97647.0,1,Valid,114216,-16569.0,0.3,0.9,0.941088176715553,0,False,False,False,False,False,False,False,True,1,1,Review
872,122554,11499,13603,28,15,1,24510.800000000003,123145.2,1,Valid,147656,-24510.800000000003,0.2,0.9333333333333333,0.3722772002545816,0,True,False,False,False,True,False,False,False,1,1,Approve
873,79262,26139,10991,28,1,0,23778.6,92613.4,1,Valid,116392,-23778.600000000006,0.3,0.9333333333333333,0.5240458227145416,0,False,False,False,False,False,False,True,False,1,1,Approve
874,71722,19767,13859,18,17,8,14344.400000000001,91003.6,1,Valid,105348,-14344.399999999994,0.2,0.6,0.548863389197178,0,True,False,False,False,False,True,False,False,1,3,Approve
875,92796,27343,15571,21,3,1,27838.8,107871.2,1,Valid,135710,-27838.800000000003,0.3,0.7,0.5169388766757188,0,False,False,False,False,False,True,False,False,1,3,Approve
876,117052,32712,6461,30,11,8,23410.4,132814.6,1,Valid,156225,-23410.399999999994,0.2,1.0,0.46874448962854115,0,True,False,False,False,False,False,True,False,1,1,Approve
877,130808,24673,5996,27,18,5,32702.0,128775.0,1,Valid,161477,-32702.0,0.25,0.9,0.3845368784783805,0,False,False,False,True,False,False,True,False,1,2,Approve
878,166311,34488,4852,20,10,5,8315.550000000001,197335.45,1,Valid,205651,-8315.549999999988,0.05000000000000001,0.6666666666666666,0.44766392481555645,0,False,True,False,False,True,False,False,False,1,0,Approve
879,121951,31520,2512,26,21,1,26829.22,129153.78,1,Valid,155983,-26829.22,0.22,0.8666666666666667,0.4272841879115382,0,False,False,True,False,False,False,False,False,1,1,Approve
880,80886,49105,15446,22,9,5,24265.8,121171.2,1,Valid,145437,-24265.800000000003,0.3,0.7333333333333333,0.7495383626338303,0,False,False,False,False,False,True,False,False,1,3,Approve
881,133424,20784,1263,21,7,2,6671.200000000001,148799.8,1,Valid,155471,-6671.200000000012,0.05,0.7,0.39972148938721663,0,False,True,False,False,True,False,False,False,1,0,Approve
882,188267,43079,2747,25,11,6,41418.74,485221.2397873995,-1,Valid,234093,251128.23978739948,0.22,0.8333333333333334,0.8690958688257624,1,False,False,True,False,False,False,True,False,-1,2,Review
883,134697,49220,15416,22,8,9,29633.34,169699.66,1,Valid,199333,-29633.339999999997,0.22,0.7333333333333333,0.5584585996718561,0,False,False,True,False,True,False,False,False,1,2,Approve
